SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
ψάμμαν,urn:cite:fuSyntax:0085003tokens.2897168_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:573.6,urn:cite:fuSyntax:0085003sentences.2897168,3568,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897168_14,ψάμμη1
δόναξ,urn:cite:fuSyntax:0085003tokens.2897169_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:574.5,urn:cite:fuSyntax:0085003sentences.2897169,3574,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897169_4,δόναξ1
ἀχέτας,urn:cite:fuSyntax:0085003tokens.2897169_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:575.1,urn:cite:fuSyntax:0085003sentences.2897169,3575,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897169_5,ἠχέτησ
ὑπνοδόταν,urn:cite:fuSyntax:0085003tokens.2897169_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:575.2,urn:cite:fuSyntax:0085003sentences.2897169,3576,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897169_8,ὑπνοδότησ
νόμον,urn:cite:fuSyntax:0085003tokens.2897169_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:575.3,urn:cite:fuSyntax:0085003sentences.2897169,3577,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897169_4,νόμοσ
τη,urn:cite:fuSyntax:0085003tokens.2897170_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:576.8,urn:cite:fuSyntax:0085003sentences.2897170,3586,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897170_10,ἔτησ
πλάναι,urn:cite:fuSyntax:0085003tokens.2897170_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:577.1,urn:cite:fuSyntax:0085003sentences.2897170,3589,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897170_7,πλάνη1
παῖ,urn:cite:fuSyntax:0085003tokens.2897171_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:578.7,urn:cite:fuSyntax:0085003sentences.2897171,3597,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897171_12,παῖσ
πημοναῖσιν,urn:cite:fuSyntax:0085003tokens.2897171_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:580.1,urn:cite:fuSyntax:0085003sentences.2897171,3606,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897171_15,πημονή1
δείματι,urn:cite:fuSyntax:0085003tokens.2897172_6,580a-3,urn:cite:fuSyntax:0085003sentences.2897172,3613,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897172_10,δεῖμα1
πυρί,urn:cite:fuSyntax:0085003tokens.2897173_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:581.1,urn:cite:fuSyntax:0085003sentences.2897173,3619,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897173_3,πῦρ1
χθονὶ,urn:cite:fuSyntax:0085003tokens.2897173_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:581.6,urn:cite:fuSyntax:0085003sentences.2897173,3624,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897173_7,χθών1
δάκεσι,urn:cite:fuSyntax:0085003tokens.2897173_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:582.2,urn:cite:fuSyntax:0085003sentences.2897173,3629,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897173_12,δάκοσ
εὐγμάτων,urn:cite:fuSyntax:0085003tokens.2897173_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:584.1,urn:cite:fuSyntax:0085003sentences.2897173,3637,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897173_18,εὐγμα1
ἄναξ,urn:cite:fuSyntax:0085003tokens.2897173_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:584.3,urn:cite:fuSyntax:0085003sentences.2897173,3639,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897173_16,ἄναξ1
πλάναι,urn:cite:fuSyntax:0085003tokens.2897174_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:585.4,urn:cite:fuSyntax:0085003sentences.2897174,3644,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897174_5,πλάνη1
πημονὰς,urn:cite:fuSyntax:0085003tokens.2897174_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:587.1,urn:cite:fuSyntax:0085003sentences.2897174,3652,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897174_13,πημονή1
φθέγμα,urn:cite:fuSyntax:0085003tokens.2897175_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:588.2,urn:cite:fuSyntax:0085003sentences.2897175,3656,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897175_1,φθέγμα1
παρθένου,urn:cite:fuSyntax:0085003tokens.2897175_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:588.5,urn:cite:fuSyntax:0085003sentences.2897175,3659,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897175_2,παρθένοσ
κόρης,urn:cite:fuSyntax:0085003tokens.2897176_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:589.7,urn:cite:fuSyntax:0085003sentences.2897176,3667,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897176_8,κόρη1
Διὸς,urn:cite:fuSyntax:0085003tokens.2897177_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:590.5,urn:cite:fuSyntax:0085003sentences.2897177,3673,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897177_4,Ζεύσ
κέαρ,urn:cite:fuSyntax:0085003tokens.2897177_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:590.7,urn:cite:fuSyntax:0085003sentences.2897177,3675,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897177_3,κῆρ
ἔρωτι,urn:cite:fuSyntax:0085003tokens.2897177_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:591.1,urn:cite:fuSyntax:0085003sentences.2897177,3676,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897177_3,ἔρωσ
δρόμους,urn:cite:fuSyntax:0085003tokens.2897177_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:591.7,urn:cite:fuSyntax:0085003sentences.2897177,3682,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897177_16,δρόμοσ
Ἥρᾳ,urn:cite:fuSyntax:0085003tokens.2897177_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:592.1,urn:cite:fuSyntax:0085003sentences.2897177,3683,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897177_13,Ἥρα1
βίαν,urn:cite:fuSyntax:0085003tokens.2897177_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:592.4,urn:cite:fuSyntax:0085003sentences.2897177,3686,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897177_14,βία1
πατρὸς,urn:cite:fuSyntax:0085003tokens.2897178_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:593.4,urn:cite:fuSyntax:0085003sentences.2897178,3692,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897178_5,πατήρ1
ὄνομ᾽,urn:cite:fuSyntax:0085003tokens.2897178_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:593.5,urn:cite:fuSyntax:0085003sentences.2897178,3693,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897178_6,ὄνομα1
νόσον,urn:cite:fuSyntax:0085003tokens.2897181_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:596.3,urn:cite:fuSyntax:0085003sentences.2897181,3718,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897181_4,νόσοσ
κέντροις,urn:cite:fuSyntax:0085003tokens.2897181_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:597.4,urn:cite:fuSyntax:0085003sentences.2897181,3725,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897181_9,κέντρον1
σκιρτημάτων,urn:cite:fuSyntax:0085003tokens.2897182_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:599.1,urn:cite:fuSyntax:0085003sentences.2897182,3733,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897182_4,σκίρτημα1
νήστισιν,urn:cite:fuSyntax:0085003tokens.2897182_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:599.3,urn:cite:fuSyntax:0085003sentences.2897182,3735,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897182_4,νῆστισ
αἰκείαις,urn:cite:fuSyntax:0085003tokens.2897182_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:600.1,urn:cite:fuSyntax:0085003sentences.2897182,3736,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897182_5,αἰκία1
Ἥρας,urn:cite:fuSyntax:0085003tokens.2897182_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:600.5,urn:cite:fuSyntax:0085003sentences.2897182,3740,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897182_10,Ἥρα1
μήδεσι,urn:cite:fuSyntax:0085003tokens.2897182_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:601.2,urn:cite:fuSyntax:0085003sentences.2897182,3742,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897182_11,μῆδος
μῆχαρ,urn:cite:fuSyntax:0085003tokens.2897184_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:606.4,urn:cite:fuSyntax:0085003sentences.2897184,3769,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897184_14,μῆχαρ1
φάρμακον,urn:cite:fuSyntax:0085003tokens.2897184_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:606.8,urn:cite:fuSyntax:0085003sentences.2897184,3773,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897184_14,φάρμακον1
νόσου,urn:cite:fuSyntax:0085003tokens.2897184_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:606.9,urn:cite:fuSyntax:0085003sentences.2897184,3774,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897184_14,νόσοσ
παρθένῳ,urn:cite:fuSyntax:0085003tokens.2897185_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:608.6,urn:cite:fuSyntax:0085003sentences.2897185,3786,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897185_3,παρθένοσ
αἰνίγματ᾽,urn:cite:fuSyntax:0085003tokens.2897186_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:610.3,urn:cite:fuSyntax:0085003sentences.2897186,3798,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897186_10,αἴνιγμα1
λόγῳ,urn:cite:fuSyntax:0085003tokens.2897186_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:610.7,urn:cite:fuSyntax:0085003sentences.2897186,3802,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897186_13,λόγοσ
στόμα,urn:cite:fuSyntax:0085003tokens.2897186_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:611.6,urn:cite:fuSyntax:0085003sentences.2897186,3809,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897186_21,στόμα1
πυρὸς,urn:cite:fuSyntax:0085003tokens.2897187_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:612.1,urn:cite:fuSyntax:0085003sentences.2897187,3811,n-s---ng-,urn:cite:fuSyntax:0085003tokens.2897187_3,πῦρ1
βροτοῖς,urn:cite:fuSyntax:0085003tokens.2897187_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:612.2,urn:cite:fuSyntax:0085003sentences.2897187,3812,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897187_3,βροτόσ
δοτῆρ᾽,urn:cite:fuSyntax:0085003tokens.2897187_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:612.3,urn:cite:fuSyntax:0085003sentences.2897187,3813,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897187_5,δοτήρ1
Προμηθέα,urn:cite:fuSyntax:0085003tokens.2897187_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:612.5,urn:cite:fuSyntax:0085003sentences.2897187,3815,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897187_4,Προμηθεύσ
ὠφέλημα,urn:cite:fuSyntax:0085003tokens.2897188_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:613.3,urn:cite:fuSyntax:0085003sentences.2897188,3819,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897188_5,ὠφέλημα1
Προμηθεῦ,urn:cite:fuSyntax:0085003tokens.2897188_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:614.2,urn:cite:fuSyntax:0085003sentences.2897188,3824,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897188_6,Προμηθεύσ
δίκην,urn:cite:fuSyntax:0085003tokens.2897188_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:614.5,urn:cite:fuSyntax:0085003sentences.2897188,3827,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897188_13,δίκη1
πόνους,urn:cite:fuSyntax:0085003tokens.2897189_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:615.6,urn:cite:fuSyntax:0085003sentences.2897189,3836,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897189_5,πόνοσ
δωρεὰν,urn:cite:fuSyntax:0085003tokens.2897190_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:616.5,urn:cite:fuSyntax:0085003sentences.2897190,3842,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897190_2,δωρεά1
φάραγγί,urn:cite:fuSyntax:0085003tokens.2897193_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:618.4,urn:cite:fuSyntax:0085003sentences.2897193,3858,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897193_3,φάραγξ1
βούλευμα,urn:cite:fuSyntax:0085003tokens.2897194_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:619.1,urn:cite:fuSyntax:0085003sentences.2897194,3862,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897194_7,βούλευμα1
Ἡφαίστου,urn:cite:fuSyntax:0085003tokens.2897194_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:619.6,urn:cite:fuSyntax:0085003sentences.2897194,3867,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897194_8,Ἥφαιστοσ
χείρ,urn:cite:fuSyntax:0085003tokens.2897194_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:619.8,urn:cite:fuSyntax:0085003sentences.2897194,3869,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897194_7,χείρ1
ποινὰς,urn:cite:fuSyntax:0085003tokens.2897195_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:620.1,urn:cite:fuSyntax:0085003sentences.2897195,3871,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897195_5,ποινή1
ἀμπλακημάτων,urn:cite:fuSyntax:0085003tokens.2897195_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:620.4,urn:cite:fuSyntax:0085003sentences.2897195,3874,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897195_1,ἀμπλάκημα1
τέρμα,urn:cite:fuSyntax:0085003tokens.2897197_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:622.5,urn:cite:fuSyntax:0085003sentences.2897197,3887,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897197_10,τέρμα1
πλάνης,urn:cite:fuSyntax:0085003tokens.2897197_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:622.8,urn:cite:fuSyntax:0085003sentences.2897197,3890,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897197_5,πλάνη1
χρόνος,urn:cite:fuSyntax:0085003tokens.2897197_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:623.7,urn:cite:fuSyntax:0085003sentences.2897197,3897,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897197_12,χρόνοσ
δωρήματος,urn:cite:fuSyntax:0085003tokens.2897200_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:626.6,urn:cite:fuSyntax:0085003sentences.2897200,3921,n-s---ng-,urn:cite:fuSyntax:0085003tokens.2897200_3,δώρημα1
φθόνος,urn:cite:fuSyntax:0085003tokens.2897202_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:628.1,urn:cite:fuSyntax:0085003sentences.2897202,3932,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897202_6,φθόνοσ
φρένας,urn:cite:fuSyntax:0085003tokens.2897202_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:628.9,urn:cite:fuSyntax:0085003sentences.2897202,3940,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897202_8,φρήν1
μοῖραν,urn:cite:fuSyntax:0085003tokens.2897207_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:631.4,urn:cite:fuSyntax:0085003sentences.2897207,3962,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897207_5,μοῖρα1
ἡδονῆς,urn:cite:fuSyntax:0085003tokens.2897207_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:631.6,urn:cite:fuSyntax:0085003sentences.2897207,3964,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897207_1,ἡδονή1
νόσον,urn:cite:fuSyntax:0085003tokens.2897208_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:632.5,urn:cite:fuSyntax:0085003sentences.2897208,3972,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897208_4,νόσοσ
τύχας,urn:cite:fuSyntax:0085003tokens.2897208_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:633.5,urn:cite:fuSyntax:0085003sentences.2897208,3978,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897208_8,τύχη1
ἄθλων,urn:cite:fuSyntax:0085003tokens.2897209_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:634.4,urn:cite:fuSyntax:0085003sentences.2897209,3983,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897209_2,ἆθλοσ
ἔργον,urn:cite:fuSyntax:0085003tokens.2897210_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:635.2,urn:cite:fuSyntax:0085003sentences.2897210,3989,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897210_0,ἔργον1
Ἰοῖ,urn:cite:fuSyntax:0085003tokens.2897210_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:635.4,urn:cite:fuSyntax:0085003sentences.2897210,3991,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897210_0,Ἰώ
χάριν,urn:cite:fuSyntax:0085003tokens.2897210_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:635.8,urn:cite:fuSyntax:0085003sentences.2897210,3995,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897210_7,χάρισ
κασιγνήταις,urn:cite:fuSyntax:0085003tokens.2897210_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:636.5,urn:cite:fuSyntax:0085003sentences.2897210,4001,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897210_7,κασιγνήτη1
πατρός,urn:cite:fuSyntax:0085003tokens.2897210_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:636.6,urn:cite:fuSyntax:0085003sentences.2897210,4002,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897210_14,πατήρ1
τύχας,urn:cite:fuSyntax:0085003tokens.2897211_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:637.4,urn:cite:fuSyntax:0085003sentences.2897211,4007,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897211_18,τύχη1
δάκρυ,urn:cite:fuSyntax:0085003tokens.2897211_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:638.7,urn:cite:fuSyntax:0085003sentences.2897211,4014,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897211_10,δάκρυον1
τριβὴν,urn:cite:fuSyntax:0085003tokens.2897211_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:639.6,urn:cite:fuSyntax:0085003sentences.2897211,4020,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897211_18,τριβή1
μύθῳ,urn:cite:fuSyntax:0085003tokens.2897212_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:641.3,urn:cite:fuSyntax:0085003sentences.2897212,4033,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897212_15,μῦθοσ
χειμῶνα,urn:cite:fuSyntax:0085003tokens.2897213_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:643.2,urn:cite:fuSyntax:0085003sentences.2897213,4044,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897213_7,χειμών1
διαφθορὰν,urn:cite:fuSyntax:0085003tokens.2897213_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:643.4,urn:cite:fuSyntax:0085003sentences.2897213,4046,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897213_7,διαφθορά1
μορφῆς,urn:cite:fuSyntax:0085003tokens.2897213_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:644.1,urn:cite:fuSyntax:0085003sentences.2897213,4047,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897213_8,μορφή1
ὄψεις,urn:cite:fuSyntax:0085003tokens.2897214_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:645.3,urn:cite:fuSyntax:0085003sentences.2897214,4056,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897214_10,ὄψισ
παρθενῶνας,urn:cite:fuSyntax:0085003tokens.2897214_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:646.2,urn:cite:fuSyntax:0085003sentences.2897214,4060,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897214_6,παρθενών1
μύθοις,urn:cite:fuSyntax:0085003tokens.2897214_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:647.2,urn:cite:fuSyntax:0085003sentences.2897214,4065,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897214_10,μῦθοσ
κόρη,urn:cite:fuSyntax:0085003tokens.2897214_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:647.7,urn:cite:fuSyntax:0085003sentences.2897214,4070,n-s---fv-,urn:cite:fuSyntax:0085003tokens.2897214_20,κόρη1
γάμου,urn:cite:fuSyntax:0085003tokens.2897214_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:648.7,urn:cite:fuSyntax:0085003sentences.2897214,4078,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897214_26,γάμοσ
Ζεὺς,urn:cite:fuSyntax:0085003tokens.2897215_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:649.4,urn:cite:fuSyntax:0085003sentences.2897215,4082,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897215_8,Ζεύσ
ἱμέρου,urn:cite:fuSyntax:0085003tokens.2897215_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:649.6,urn:cite:fuSyntax:0085003sentences.2897215,4084,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897215_4,ἵμεροσ
βέλει,urn:cite:fuSyntax:0085003tokens.2897215_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:649.7,urn:cite:fuSyntax:0085003sentences.2897215,4085,n-s---nd-,urn:cite:fuSyntax:0085003tokens.2897215_7,βέλοσ
Κύπριν,urn:cite:fuSyntax:0085003tokens.2897215_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:650.6,urn:cite:fuSyntax:0085003sentences.2897215,4091,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897215_9,Κύπρισ
παῖ,urn:cite:fuSyntax:0085003tokens.2897216_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:651.7,urn:cite:fuSyntax:0085003sentences.2897216,4098,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897216_3,παῖσ
λέχος,urn:cite:fuSyntax:0085003tokens.2897216_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:651.12,urn:cite:fuSyntax:0085003sentences.2897216,4103,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897216_9,λέχοσ
Ζηνός,urn:cite:fuSyntax:0085003tokens.2897216_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:652.2,urn:cite:fuSyntax:0085003sentences.2897216,4105,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897216_10,Ζεύσ
Λέρνης,urn:cite:fuSyntax:0085003tokens.2897216_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:652.7,urn:cite:fuSyntax:0085003sentences.2897216,4110,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897216_19,Λέρνα1
λειμῶνα,urn:cite:fuSyntax:0085003tokens.2897216_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:653.1,urn:cite:fuSyntax:0085003sentences.2897216,4112,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897216_16,λειμών1
ποίμνας,urn:cite:fuSyntax:0085003tokens.2897216_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:653.3,urn:cite:fuSyntax:0085003sentences.2897216,4114,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897216_23,ποίμνη1
βουστάσεις,urn:cite:fuSyntax:0085003tokens.2897216_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:653.4,urn:cite:fuSyntax:0085003sentences.2897216,4115,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897216_23,βούστασισ
πατρός,urn:cite:fuSyntax:0085003tokens.2897216_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:653.7,urn:cite:fuSyntax:0085003sentences.2897216,4118,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897216_23,πατήρ1
ὄμμα,urn:cite:fuSyntax:0085003tokens.2897216_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:654.5,urn:cite:fuSyntax:0085003sentences.2897216,4124,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897216_32,ὄμμα1
πόθου,urn:cite:fuSyntax:0085003tokens.2897216_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:654.7,urn:cite:fuSyntax:0085003sentences.2897216,4126,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897216_32,πόθοσ
εὐφρόνας,urn:cite:fuSyntax:0085003tokens.2897217_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:655.3,urn:cite:fuSyntax:0085003sentences.2897217,4130,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897217_5,εὐφρόνη1
ὀνείρασι,urn:cite:fuSyntax:0085003tokens.2897217_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:655.4,urn:cite:fuSyntax:0085003sentences.2897217,4131,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897217_5,ὄνειροσ
πατρὶ,urn:cite:fuSyntax:0085003tokens.2897217_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:656.6,urn:cite:fuSyntax:0085003sentences.2897217,4137,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897217_12,πατήρ1
ὀνείρατα,urn:cite:fuSyntax:0085003tokens.2897217_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:657.4,urn:cite:fuSyntax:0085003sentences.2897217,4141,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897217_12,ὄνειροσ
Πυθὼ,urn:cite:fuSyntax:0085003tokens.2897218_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:658.5,urn:cite:fuSyntax:0085003sentences.2897218,4147,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897218_3,Πυθώ
